Voltage_V,Current_A,Motor Speed (RPM),temperature_C,vibration_g,Ambient Temp (°C),Humidity (%),Fault Label
0.886067557,0.451773626,0.95744384,0.477522716,0.283032576,0.510486962,0.357159694,0
0.795701084,0.256221839,0.318763612,0.175347484,0.697518906,0.682579947,0.21644779,1
0.405826841,0.30198792,0.654422077,0.624787863,0.241333485,0.760204907,0.426340317,3
0.5641836,0.03165834,0.684519979,0.561103014,0.270799078,0.22946457,0.207819643,2
0.587864255,0.483488438,0.685095572,0.70139318,0.252690561,0.70124632,0.217914756,3
0.042564165,0.465013905,0.159805892,0.627352403,0.227814744,0.437427203,0.998457003,3
0.576696431,0.415163238,0.784047027,0.667226136,0.17266066,0.150195185,0.746147501,3
0.906663527,0.653102692,0.806743098,0.382745808,0.17441975,0.048655325,0.714166005,0
0.8260174,0.462156319,0.800640824,0.33063439,0.286351705,0.552384883,0.700335735,0
0.900684469,0.310864037,0.061454911,0.286148255,0.799094977,0.451508973,0.363243831,1
0.90255934,0.341207992,0.20814145,0.121875385,0.976731295,0.476516389,0.928190441,1
0.462413772,0.456099863,0.632437099,0.452473028,0.196117748,0.031340559,0.439818136,3
0.572355871,0.019245889,0.619230737,0.551378585,0.145733635,0.457107617,0.603270024,2
0.969028502,0.190385016,0.757231061,0.24377357,0.162216171,0.620587568,0.119851129,0
0.937194759,0.627097468,0.505985304,0.07095104,0.101075781,0.237225166,0.132614195,0
0.636557045,0.010633349,0.250934362,0.127266136,0.353715554,0.358442526,0.099142882,2
0.932245885,0.950718268,0.78033487,0.124443558,0.225795856,0.774115543,0.612741617,0
0.816362023,0.346776868,0.770287115,0.169770625,0.102453303,0.211203579,0.509242532,0
0.898220453,0.792111168,0.992251953,0.264056079,0.101380947,0.409629631,0.484609206,0
0.85940279,0.289226375,0.237968862,0.26397578,0.265349539,0.62761879,0.435714588,0
0.365027927,0.172246785,0.753933239,0.995051829,0.009493603,0.232724825,0.574854066,3
0.671389253,0.005834979,0.5145897,0.236101135,0.418857641,0.889084179,0.564905551,2
0.843142243,0.33502003,0.017405095,0.501026177,0.538393836,0.469334099,0.162516108,1
0.825786371,0.847091691,0.527167358,0.354680765,0.063703679,0.167714742,0.134647375,0
0.585073924,0.054882549,0.425609591,0.457555888,0.180805373,0.478199616,0.122754173,2
0.53672091,0.073097351,0.693261936,0.160750976,0.158448823,0.121262131,0.998762099,2
0.79070162,0.329614236,0.563542435,0.332038064,0.253626068,0.097360639,0.186483368,0
0.846721327,0.562674496,0.403430109,0.476996,0.563425625,0.960985112,0.092929348,1
0.092563701,0.113005225,0.456709234,0.880745206,0.010898231,0.555122249,0.563169828,3
0.531238783,0.004132596,0.360003892,0.18127984,0.032801894,0.867923751,0.358641292,2
0.981608225,0.426268055,0.203520793,0.467097497,0.05796309,0.801642037,0.042573238,0
0.858865123,0.342803939,0.089809584,0.155011191,0.837519564,0.122800559,0.932122445,1
0.928751278,0.596966833,0.400762117,0.094715532,0.741253179,0.413942609,0.268519046,1
0.783244914,0.735486832,0.591088574,0.525361746,0.137372119,0.053324069,0.488435499,0
0.576877673,0.281905267,0.762514635,0.844039784,0.022860006,0.643541837,0.362510415,3
0.047092429,0.534986213,0.622632321,0.494023007,0.195584624,0.824253624,0.451917093,3
0.909374478,0.90554564,0.998235136,0.218221625,0.014575264,0.219633896,0.314781754,0
0.987284448,0.645200803,0.902233625,0.525107101,0.140226608,0.941676844,0.632510382,0
0.959075812,0.574113385,0.731427146,0.391489189,0.04804087,0.639827605,0.854867225,0
0.833531743,0.882285879,0.186795881,0.020403503,0.296886844,0.249644447,0.998628025,0
0.28003252,0.131647066,0.692226298,0.595240679,0.252075131,0.96426117,0.475415668,3
0.588769576,0.161938439,0.756374052,0.858868641,0.233112499,0.732648597,0.828178718,3
0.817102992,0.250469325,0.187026164,0.263303097,0.33718314,0.7101564,0.408182987,0
0.844319335,0.90262345,0.456472215,0.291959592,0.239167439,0.21739983,0.445999081,0
0.646562123,0.093698984,0.421445067,0.17127239,0.160645681,0.626545246,0.596726943,2
0.846254117,0.970828692,0.302561522,0.29546207,0.138754025,0.962678988,0.098759709,0
0.391672421,0.371091444,0.234146416,0.997818078,0.083846299,0.164922502,0.141364674,3
0.800216337,0.494246143,0.202941886,0.28441103,0.984324683,0.121479895,0.384546123,1
0.122340603,0.297691148,0.665195432,0.841531684,0.25953743,0.708486696,0.268915642,3
0.33621368,0.508217605,0.349113144,0.925248409,0.147718398,0.496109998,0.122409857,3
0.867157203,0.458725131,0.412195804,0.012457467,0.197712221,0.896511677,0.519678004,0
0.980307569,0.905963383,0.459295996,0.505711196,0.106887315,0.776756194,0.579298076,0
0.806109854,0.971999164,0.22762109,0.48881475,0.177654179,0.780772206,0.314748371,0
0.794820528,0.640352996,0.069878561,0.277914975,0.78604783,0.890443176,0.902543686,1
0.684420681,0.208452737,0.239030866,0.256555023,0.204842855,0.187339511,0.51049996,2
0.749433136,0.130738357,0.687499627,0.525960175,0.059521229,0.649273143,0.146996541,3
0.996734299,0.435288686,0.630626384,0.304045774,0.216329516,0.953040003,0.842480114,0
0.96971017,0.260568538,0.6927423,0.059435653,0.2497678,0.095122427,0.025399987,0
0.256090591,0.139803232,0.560767646,0.434827825,0.074938941,0.354512838,0.941429411,3
0.689161527,0.246189851,0.576722545,0.617297012,0.128328237,0.960239118,0.55273218,3
0.61889238,0.323511931,0.160807717,0.254537352,0.181110071,0.035981232,0.055563257,2
0.634444503,0.316873749,0.515254535,0.967929275,0.212780719,0.854707652,0.738401565,3
0.334911166,0.123998741,0.603209306,0.956633197,0.18190334,0.659097549,0.181974576,3
0.01614726,0.312621656,0.235654964,0.533427642,0.143089382,0.334137606,0.607918068,3
0.919258042,0.701669309,0.537562906,0.025317636,0.264051649,0.259417238,0.006501751,0
0.838348435,0.364977494,0.075015475,0.463566368,0.717897165,0.541875706,0.096911335,1
0.971596613,0.678033356,0.860842777,0.254116598,0.106524063,0.978492897,0.334566151,0
0.823720138,0.258921474,0.336013257,0.167238096,0.522020281,0.448697362,0.239110255,1
0.763018975,0.500297855,0.429464743,0.155592885,0.57475139,0.752613199,0.761560284,1
0.940292257,0.286869907,0.666007192,0.322209209,0.149868508,0.562892967,0.767857272,0
0.862260153,0.703199758,0.150572283,0.116192838,0.555837388,0.106069904,0.122112426,1
0.920080277,0.392905982,0.237179669,0.403385756,0.303993544,0.577246741,0.177338216,0
0.951083052,0.279078373,0.973378775,0.224272076,0.146938643,0.259343271,0.115015566,0
0.875833455,0.699171164,0.816931088,0.387765767,0.184574128,0.411702402,0.935632719,0
0.88112815,0.390459301,0.235885619,0.46824037,0.104402012,0.487156214,0.382338782,0
0.849482917,0.914213824,0.718396171,0.423914274,0.256883875,0.809331196,0.431395649,0
0.879143572,0.324857612,0.400883817,0.153695479,0.578033477,0.058067476,0.991395736,1
0.593414352,0.094748403,0.369287869,0.405564854,0.41755146,0.78861362,0.250580577,2
0.409900434,0.391265963,0.776805086,0.978030691,0.161009535,0.360015754,0.003059163,3
0.543233904,0.00759266,0.35100516,0.524047693,0.187953379,0.525209363,0.845911622,2
0.564081648,0.107800798,0.335518722,0.470022353,0.034439994,0.717592494,0.668334349,2
0.885177316,0.328693965,0.134899285,0.307060692,0.26987461,0.499501728,0.698150142,0
0.861096369,0.735204765,0.317461986,0.593296154,0.870138004,0.644492258,0.281316056,1
0.567908294,0.127699929,0.242993925,0.4749538,0.313652162,0.639510236,0.043247618,2
0.665833487,0.140817018,0.686231375,0.847171521,0.04210735,0.414233757,0.107860538,3
0.922536506,0.374240548,0.925978872,0.486223058,0.215315212,0.340603667,0.163883524,0
0.989470678,0.592054002,0.113012955,0.516227238,0.207635976,0.094465223,0.647011755,0
0.602997817,0.192993778,0.257576865,0.827433965,0.038583535,0.075195845,0.238563264,3
0.775965274,0.996566924,0.626856724,0.103138767,0.182311285,0.068271112,0.328591582,0
0.888705688,0.687743661,0.405195502,0.549613283,0.571374452,0.173535617,0.117432537,1
0.91548041,0.441251628,0.101401767,0.185119955,0.016878135,0.053125196,0.205987664,0
0.940484943,0.410635792,0.380067658,0.526841922,0.316274222,0.235442475,0.529212421,0
0.617907448,0.235356186,0.082766631,0.254362853,0.399744402,0.303043911,0.868371623,2
0.94417142,0.577831852,0.259020486,0.543261333,0.641507735,0.796431861,0.275709117,1
0.869789068,0.182253139,0.892326445,0.408011003,0.047316263,0.728643642,0.957899435,0
0.589581893,0.01745879,0.530497645,0.315412328,0.401418812,0.051073791,0.692065837,2
0.863608358,0.655494998,0.466006159,0.595413069,0.679954134,0.429309861,0.99148654,1
0.755381809,0.428029719,0.229384528,0.404352309,0.349106014,0.152287174,0.998563301,0
0.568884705,0.27249394,0.573358285,0.006740249,0.139639411,0.632625853,0.356532415,2
0.941833265,0.530752854,0.626087915,0.202304195,0.349123746,0.070458523,0.30235672,0
0.834783068,0.733366416,0.431350904,0.030271842,0.236135845,0.520659661,0.671533538,0
0.903953147,0.292601955,0.262455638,0.121270541,0.836058804,0.4958928,0.505772148,1
0.919527043,0.207455896,0.268269886,0.510965523,0.051275421,0.759127385,0.87923839,0
0.789055128,0.238063473,0.72527145,0.432785037,0.046736125,0.103418889,0.467178066,0
0.849447999,0.478150311,0.292065227,0.148958142,0.06590919,0.550258288,0.151649441,0
0.460113442,0.268256617,0.340644301,0.57565415,0.220330365,0.607483232,0.154757858,3
0.880559007,0.430498036,0.257954088,0.547532248,0.575423627,0.745143544,0.906754405,1
0.596396762,0.056053739,0.399222937,0.064244666,0.031963862,0.161200012,0.887437184,2
0.905950749,0.336633485,0.271949793,0.048667059,0.026158605,0.363474556,0.180762343,0
0.337303498,0.39724847,0.213638744,0.955960351,0.178694724,0.149860253,0.992149801,3
0.923674314,0.582254642,0.726297298,0.431602595,0.172808114,0.298797726,0.804475616,0
0.796984496,0.486306394,0.157263857,0.522631859,0.716148907,0.177067574,0.740039445,1
0.859813901,0.380166397,0.207888228,0.25525452,0.813427733,0.648070768,0.319387384,1
0.757523991,0.917417998,0.987071882,0.042740449,0.248054913,0.729572692,0.295402285,0
0.733962406,0.361383439,0.321164622,0.595063422,0.145955564,0.794041767,0.515956766,3
0.894837024,0.917942625,0.887366532,0.453563932,0.023575714,0.830683208,0.192577687,0
0.701292495,0.48568983,0.158288969,0.907135571,0.220604064,0.123005817,0.362824532,3
0.904807486,0.855663613,0.158610172,0.390704736,0.349947306,0.332440096,0.132198489,0
0.599948036,0.006219909,0.077146471,0.542890648,0.43547436,0.750549214,0.550944979,2
0.892659557,0.395917231,0.43944956,0.448549947,0.302369217,0.104430047,0.313020156,0
0.9980219,0.564623297,0.43800294,0.131488942,0.065623598,0.260621264,0.480964524,0
0.565197996,0.129670035,0.39852605,0.571129739,0.34661113,0.11873044,0.103494163,2
0.891657843,0.316173991,0.597504617,0.445462178,0.126327853,0.227247825,0.67290939,0
0.578899761,0.140721959,0.245840098,0.342408887,0.44621604,0.590700994,0.387003963,2
0.581982675,0.232688627,0.282150598,0.563652329,0.194881639,0.067933275,0.298265858,2
0.849150141,0.737857531,0.164941712,0.09775713,0.88895738,0.903356154,0.731418309,1
0.912427032,0.314121812,0.572396113,0.137406553,0.28539849,0.321488753,0.262311577,0
0.977414605,0.227415687,0.944480109,0.277856839,0.302387472,0.011141998,0.374926491,0
0.56473101,0.161238301,0.093324264,0.259686486,0.187844699,0.94508344,0.589069521,2
0.834274246,0.478222421,0.263864047,0.474930929,0.026799437,0.214712718,0.341529664,0
0.755835874,0.929322431,0.670704522,0.417729864,0.171041311,0.914116555,0.95311165,0
0.996887774,0.212405837,0.757207471,0.26506299,0.352358338,0.390066034,0.143391674,0
0.969215782,0.853666604,0.766723322,0.199367772,0.148852487,0.110602317,0.007066805,0
0.888129684,0.755778874,0.428387395,0.131047845,0.178092315,0.304698273,0.961150727,0
0.99838338,0.649750986,0.924407142,0.030656664,0.015578195,0.024005807,0.348472496,0
0.818369866,0.468813526,0.089562644,0.393911667,0.062723351,0.180394115,0.184000741,0
0.848261321,0.511790938,0.223367834,0.287469693,0.114175779,0.076905049,0.274531137,0
0.88801617,0.571104398,0.868561402,0.477934909,0.180446573,0.991270154,0.551675456,0
0.778672979,0.83360174,0.972239922,0.551771496,0.010394369,0.78043306,0.315850013,0
0.761061099,0.68579851,0.413699042,0.624261982,0.506598081,0.583079406,0.663004782,1
0.811046463,0.68442603,0.283835238,0.52043505,0.940448974,0.061315249,0.348963866,1
0.689603542,0.2729227,0.368037829,0.802807153,0.028650165,0.226448507,0.43694826,3
0.598086821,0.174064152,0.829972277,0.944686826,0.203381903,0.344653773,0.49964232,3
0.835634693,0.697294752,0.896667081,0.351936809,0.348470024,0.317535109,0.369397157,0
0.997431846,0.349918492,0.558267537,0.414273191,0.164763832,0.484435346,0.120154523,0
0.950701514,0.386156551,0.679345379,0.212974505,0.338236727,0.675004227,0.641340918,0
0.928516478,0.177017087,0.735768526,0.366596553,0.356103232,0.864297006,0.137462676,0
0.234422546,0.546393262,0.120028233,0.72356115,0.05517012,0.71229367,0.366886688,3
0.832414165,0.437513793,0.38937746,0.322682355,0.52346626,0.72324437,0.514709486,1
0.752405155,0.33931876,0.547246624,0.517772988,0.286322271,0.588035968,0.996789231,0
0.791691326,0.69514216,0.23727284,0.419066776,0.627204888,0.972788636,0.000699606,1
0.939382608,0.676804982,0.447052478,0.117341441,0.646587335,0.284860662,0.07373538,1
0.336832348,0.292826888,0.481879322,0.645726861,0.057375149,0.725698922,0.585764884,3
0.934798778,0.772798962,0.589167769,0.196146562,0.052890178,0.178295136,0.159415807,0
0.783194853,0.934436794,0.357710673,0.505791373,0.212200414,0.150648343,0.689727137,0
0.977370376,0.263082676,0.149518044,0.31203062,0.188323833,0.355622841,0.106607721,0
0.329152226,0.399846809,0.202097801,0.771657426,0.009558368,0.894784115,0.431538981,3
0.931552948,0.496010785,0.307858344,0.373654935,0.221655673,0.741423303,0.788321379,0
0.710715747,0.285693283,0.688172851,0.59016556,0.174468673,0.059446555,0.409720142,3
0.759065554,0.239007877,0.728196805,0.486276581,0.187414972,0.534931677,0.523972782,0
0.82280609,0.945197073,0.608032542,0.010073246,0.072577836,0.507247282,0.008639906,0
0.901575626,0.594417448,0.373467139,0.311277024,0.236933488,0.465276559,0.194479643,0
0.952141624,0.448781676,0.388353218,0.461364333,0.295530362,0.557051994,0.338951472,0
0.499977406,0.16299993,0.205383011,0.552688474,0.005174843,0.100579723,0.544948419,2
0.876850759,0.97097047,0.64018975,0.333765337,0.157254328,0.694975251,0.359590924,0
0.846936611,0.503512311,0.887251757,0.026727687,0.044819044,0.665553939,0.697838607,0
0.717624286,0.538944557,0.673663374,0.974842643,0.081284121,0.464760911,0.174903775,3
0.310929235,0.38531881,0.672164375,0.449658122,0.217913625,0.276829778,0.69502481,3
0.609441973,0.172350928,0.1058495,0.097482637,0.29923511,0.318855829,0.539789857,2
0.253193423,0.545569296,0.647997847,0.988286635,0.106588052,0.037942791,0.145286929,3
0.129973753,0.234703891,0.385042672,0.617493803,0.164381699,0.003471068,0.947288894,3
0.351796844,0.217816177,0.313276722,0.56218572,0.138000433,0.262409652,0.387037309,3
0.075208105,0.43488375,0.770203331,0.978371923,0.079872676,0.528959183,0.994430443,3
0.834090243,0.724618435,0.192048171,0.446484412,0.783299604,0.844728413,0.256192965,1
0.831324237,0.573121582,0.005984962,0.369191071,0.925976442,0.498588278,0.892392325,1
0.976402124,0.396538299,0.6361722,0.181605223,0.256856065,0.426660066,0.600341853,0
0.768837043,0.52009327,0.034721808,0.500573367,0.755411948,0.29761089,0.512238822,1
0.945169544,0.274527406,0.878573677,0.426808733,0.154321785,0.624720726,0.086687298,0
0.941256667,0.718658035,0.379422724,0.066552059,0.13283032,0.644417367,0.357475042,0
0.873444659,0.500511093,0.423871893,0.280747955,0.209787629,0.208006841,0.918602774,0
0.98894497,0.863038181,0.864614964,0.357293241,0.062131366,0.283375443,0.401364305,0
0.871391971,0.337082456,0.266190491,0.092919105,0.323534523,0.60977581,0.416863175,0
0.946304816,0.113386181,0.574096767,0.223866465,0.265627609,0.509775986,0.288987393,0
0.404803085,0.133001032,0.480036406,0.698373215,0.084553414,0.762735593,0.798830451,3
0.648136702,0.205477292,0.586919132,0.044097655,0.40773995,0.899430914,0.324714628,2
0.900159667,0.325322351,0.245608885,0.489396675,0.919254113,0.108019983,0.056690512,1
0.419420828,0.333537708,0.254090431,0.824041431,0.203487302,0.137072893,0.816427059,3
0.559255122,0.283965725,0.072282594,0.459155473,0.210628308,0.887758274,0.339720507,3
0.949704791,0.959926093,0.677249195,0.431563769,0.007483339,0.817458853,0.021361634,0
0.949430459,0.868397996,0.348980468,0.449638808,0.135523915,0.867411995,0.665918795,0
0.875603859,0.631449392,0.519850247,0.002890968,0.224700945,0.398303124,0.586539697,0
0.956044007,0.604487471,0.098327271,0.035985361,0.002190071,0.00828653,0.220005739,0
0.805350875,0.449791464,0.123540434,0.293866141,0.659981657,0.330733077,0.115221663,1
0.456326354,0.506510365,0.670980905,0.876319857,0.214662521,0.174239061,0.999892666,3
0.85888298,0.223885204,0.840408487,0.310117586,0.09924206,0.733614618,0.963908832,0
0.812996513,0.569785551,0.104793183,0.486460351,0.565727244,0.704354024,0.582751586,1
0.286540751,0.545174833,0.583527264,0.816925037,0.097395374,0.899499419,0.895744455,3
0.292913764,0.154230456,0.405505064,0.771196941,0.157059453,0.0940785,0.736526999,3
0.995948555,0.480956649,0.240036749,0.473583079,0.062323862,0.554359445,0.292022618,0
0.691181697,0.241285006,0.513296529,0.217756789,0.328172148,0.93127869,0.538745756,2
0.848624165,0.980617971,0.531363581,0.148227323,0.137392807,0.813159198,0.321033293,0
0.928072863,0.46124898,0.912736835,0.300891701,0.302954333,0.072274189,0.519259561,0
0.456174123,0.40732373,0.835381571,0.774943024,0.184466802,0.297460384,0.075638616,3
0.790288436,0.939911545,0.76709865,0.458822402,0.23117418,0.925773513,0.78466242,0
0.92737485,0.773291889,0.569217322,0.35957452,0.158475355,0.263676379,0.389726902,0
0.824794336,0.571312132,0.040496488,0.134838148,0.543669396,0.763692835,0.519470935,1
0.327955966,0.142972947,0.423389862,0.500447191,0.209900118,0.925857668,0.425630592,3
0.750970212,0.707806658,0.813265518,0.030550116,0.108812564,0.34917558,0.571843889,0
0.799349517,0.369123357,0.388579904,0.569772192,0.643272083,0.580942732,0.886679036,1
0.843667168,0.270519189,0.453768931,0.605408776,0.510548234,0.492117168,0.428155295,1
0.884278801,0.711592036,0.838589391,0.135461182,0.234529172,0.784949432,0.57308114,0
0.898425727,0.739529429,0.126378011,0.362302368,0.102532241,0.255571171,0.74578305,0
0.909119454,0.624771298,0.64306236,0.032960394,0.019421504,0.900901449,0.187279957,0
0.353607077,0.462366713,0.494749321,0.925751288,0.026991704,0.58639843,0.360914134,3
0.806487507,0.819064463,0.825676297,0.244691768,0.32743214,0.309616727,0.383747974,0
0.813012359,0.302093409,0.301628364,0.485857362,0.687793653,0.944644777,0.286164167,1
0.653329649,0.287127499,0.307458975,0.54214728,0.327774785,0.178433414,0.92237233,2
0.985430527,0.253623201,0.655249348,0.411049003,0.21226632,0.631129795,0.332938181,0
0.754704583,0.364740026,0.503486342,0.42251577,0.126405887,0.264529769,0.651370842,0
0.559908139,0.122290333,0.281344129,0.067604695,0.183685052,0.020421325,0.366170048,2
0.828994809,0.748783954,0.705509645,0.088629449,0.261772744,0.906257614,0.583966814,0
0.85762036,0.774760472,0.571979928,0.224527789,0.304682161,0.674328931,0.571435895,0
0.983498181,0.929463686,0.499254577,0.541652869,0.298896391,0.520214072,0.576895138,0
0.586607626,0.189629119,0.46245511,0.345625044,0.381499372,0.471941041,0.786609021,2
0.970657326,0.61968791,0.776070681,0.157517049,0.295408609,0.830863404,0.348580299,0
0.538735274,0.321010811,0.155176415,0.242268646,0.186382747,0.478253754,0.717092569,2
0.007739313,0.315982709,0.448766921,0.827886416,0.03302332,0.777422417,0.358898099,3
0.868183344,0.386658492,0.364237636,0.206339906,0.865458769,0.87976919,0.21057956,1
0.891760654,0.696222468,0.121107387,0.195713593,0.009013489,0.871379247,0.601776139,0
0.756477504,0.253628347,0.008648742,0.323632616,0.838427137,0.332590525,0.348063526,1
0.543043172,0.316777747,0.490362026,0.977214546,0.057459699,0.839093717,0.968338388,3
0.954001668,0.979530106,0.665531757,0.227424128,0.331881486,0.826627438,0.221569034,0
0.56921094,0.13978403,0.625419076,0.30367068,0.165456362,0.718104443,0.52091493,2
0.922243909,0.554226515,0.290864451,0.074157943,0.632373198,0.940932272,0.686352649,1
0.911204396,0.593845519,0.450088584,0.528878189,0.218766284,0.174555388,0.566700852,0
0.653121073,0.152948997,0.139257905,0.074551335,0.126873329,0.674528415,0.048872432,2
0.916267303,0.649192458,0.471457805,0.112695671,0.251832185,0.898490835,0.612068426,0
0.360633634,0.35836883,0.73126369,0.543148229,0.137392209,0.703313777,0.710740718,3
0.486612487,0.255694909,0.301032065,0.49613992,0.062763131,0.754154591,0.636580467,3
0.647190352,0.083136158,0.303022698,0.483386253,0.25920638,0.289112814,0.663421142,2
0.169160163,0.270957362,0.63253498,0.677754984,0.141502332,0.83444392,0.662760083,3
0.741935178,0.292021195,0.502600008,0.601212811,0.051981687,0.416581759,0.842751542,3
0.928610034,0.647362626,0.641462394,0.038670617,0.2359691,0.517192657,0.934176849,0
0.66158294,0.156565768,0.534132575,0.981189189,0.10081178,0.869225469,0.338053024,3
0.527303642,0.193080091,0.593025538,0.738126372,0.1202602,0.70399362,0.711870132,3
0.912479008,0.267935278,0.034260375,0.492167935,0.498359686,0.001942107,0.878276382,1
0.248571331,0.478881571,0.232332536,0.519626356,0.253763512,0.894246807,0.457796019,3
0.253241233,0.13175724,0.552203727,0.58030216,0.047383718,0.386716624,0.957440418,3
0.797143375,0.718415696,0.208361451,0.589950158,0.463824155,0.116736183,0.514685627,1
0.692710078,0.095674508,0.715765313,0.081755528,0.292214103,0.029241327,0.533281637,2
0.903530241,0.688231039,0.38378054,0.469771362,0.489474437,0.658642579,0.703613097,1
0.762585837,0.652860445,0.670179476,0.222209966,0.238397523,0.137801668,0.726963287,0
0.891938524,0.469373504,0.9258431,0.209085887,0.123626275,0.329915965,0.375303249,0
0.937751546,0.461893124,0.53575401,0.302587453,0.305029412,0.95125932,0.632620788,0
0.495525227,0.493489217,0.148517301,0.742597827,0.025592882,0.393745387,0.32021409,3
0.492859838,0.443937249,0.285425475,0.684646438,0.087280602,0.528453197,0.768440481,3
0.835045232,0.502963494,0.148831055,0.102198692,0.956269809,0.616023695,0.934663575,1
0.509859708,0.329520803,0.115697255,0.33626965,0.299098799,0.265792873,0.095026246,2
0.969546157,0.829411544,0.201305411,0.177591267,0.219853241,0.124877527,0.86238266,0
0.838500345,0.684631849,0.237613181,0.100067846,0.699249932,0.114661707,0.965398825,1
0.85795529,0.46721477,0.209052141,0.302625245,0.977290769,0.346321839,0.223318758,1
0.477127676,0.451604639,0.769264039,0.450768393,0.019872462,0.573429871,0.318789865,3
0.831534462,0.606480452,0.434005316,0.260412204,0.084377655,0.978756927,0.791191199,0
0.520025734,0.251017796,0.291764311,0.183359185,0.265978662,0.542017155,0.753561312,2
0.847022621,0.647568573,0.8882503,0.506984777,0.357599687,0.466218156,0.713413867,0
0.822381305,0.59282318,0.053138005,0.221984279,0.56036044,0.126234622,0.424499818,1
0.805257807,0.825846034,0.545136941,0.025517781,0.233136714,0.408238462,0.843221918,0
0.695526284,0.280170423,0.709462838,0.365533809,0.278484065,0.662880396,0.357230979,2
0.427546304,0.255997425,0.492695134,0.959748116,0.139363854,0.952811239,0.209015814,3
0.953710966,0.560849789,0.355571389,0.157008233,0.006116221,0.283401529,0.333541075,0
0.756169341,0.335371131,0.903082714,0.557304391,0.005234346,0.201618228,0.654041647,0
0.940611126,0.313882178,0.847385905,0.341400529,0.153734244,0.347844625,0.932996488,0
0.603221596,0.262601973,0.544897987,0.537619181,0.030519122,0.789042128,0.129492676,2
0.783755448,0.350735228,0.271212371,0.25869159,0.904101534,0.921325688,0.818977088,1
0.79664559,0.618757762,0.20247789,0.416204749,0.781288996,0.849686115,0.087477929,1
0.897403046,0.353577685,0.15993194,0.133669873,0.738602888,0.62879175,0.611155643,1
0.592244526,0.08506396,0.576060027,0.241100879,0.218139861,0.483770585,0.726797203,2
0.657343592,0.20958189,0.493418955,0.24459333,0.225060837,0.724005351,0.840270342,2
0.687689705,0.169094294,0.724237729,0.132568028,0.136843604,0.658743723,0.603339582,2
0.545623804,0.064349803,0.509198028,0.558123478,0.024495218,0.834028864,0.761547589,2
0.887222106,0.795140935,0.731816256,0.316459116,0.283200286,0.701345711,0.590888833,0
0.598143252,0.102151185,0.667809548,0.469175758,0.420538146,0.7396953,0.979328551,2
0.151150331,0.34904392,0.732563358,0.6836998,0.14278479,0.17941434,0.763936057,3
0.661008678,0.228979913,0.34089146,0.483117809,0.182178615,0.217491698,0.396322567,2
0.983067597,0.973862192,0.611571326,0.160257036,0.105380659,0.056679195,0.39861664,0
0.246170949,0.274454307,0.326980482,0.694411125,0.089662257,0.167435398,0.276776107,3
0.544838913,0.048556967,0.588343995,0.186871536,0.134130366,0.777857512,0.607429701,2
0.90808231,0.671380573,0.510174553,0.50968574,0.212448692,0.322133568,0.408901787,0
